[2t],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小花,諗,咗,好,耐,，,然後,意有所指,噉,笑,住,話,：,「,我哋,而家,等,緊,雪豹,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siu2-faa1,nam2,zo2,hou2,noi6,#,jin4-hau6,ji3-jau5-so2-zi2,gam2,siu3,zyu6,waa6,#,#,ngo5-dei6,ji4-gaa1,dang2,gan2,syut3-paau3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hana,think,-en,very,long time,#,then,enigmatic,-ly,laugh,-ing,say,#,#,we,now,wait,-ing,snow leopard,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2u],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,係,啊,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,hai6,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,is,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2v],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈴子,覺得,好,温暖,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ling4-zi2,gok3-dak1,hou2,wan1-nyun5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuko,feel,very,warm,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2w],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
突然,，,小花,捉住,鈴子,隻,手,，,眼,望,前方,，,細細聲,話,：,「,雪豹,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dat6-jin4,#,siu2-faa1,zuk1-zyu6,ling4-zi2,zek3,sau2,#,ngaan5,mong6,cin4-fong1,#,sai3-sai3-seng1,waa6,#,#,syut3-paau3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suddenly,#,Hana,grasp,Suzuko,(measure),hand,#,eye,look,front,#,small and low voice,say,#,#,snow leopard,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[2x],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佢哋,喺,大,石,後面,偷,望,，,見到,一,隻,黑,斑點,嘅,白色,雪豹,一,枝,箭,噉,飛撲,埋去,其中,一,隻,鹿,度,！,鹿,群,受驚,跳,走,，,雪豹,急起直追,，,幾,秒鐘,已經,跑,到,好,遠,，,想,影相,都,影,唔切,。,,,,,,,,,,,,,,
keoi5-dei6,hai2,daai6,sek6,hau6-min6,tau1,mong6,#,gin3-dou2,jat1,zek3,hak1,baan1-dim2,ge3,baak6-sik1,syut3-paau3,jat1,zi1,zin3,gam2,fei1-pok3,maai4-heoi3,kei4-zung1,jat1,zek3,luk2,dou6,#,luk2,kwan4,sau6-ging1,tiu3,zau2,#,syut3-paau3,gap1-hei2-zik6-zeoi1,#,gei2,miu5-zung1,ji5-ging1,paau2,dou3,hou2,jyun5,#,soeng2,jing2-soeng2,dou1,jing2,m4-cit3,#,,,,,,,,,,,,,,
they,at,big,rock,behind,secretly,look,#,saw,one,(measure),black,dotted,(linker),white,snow leopard,one,(measure),arrow,in that way,hurl oneself,towards,among,one,(measure),deer,place,#,deer,group,get frighted,jump,to leave,#,snow leopard,pursue at once,#,several,second,already,run,to,very,far,#,want to,take picture,"all, also",take,cannot make it,#,,,,,,,,,,,,,,
[3a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佢哋,唯有,將,呢,一,幕,印,喺,心底,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keoi5-dei6,wai4-jau5,zoeng1,nei1,jat1,mok6,jan3,hai2,sam1-dai2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
they,can only,take,this,one,scene,imprint,at,bottom of heart,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈴子,忍唔住,驚嘆,：,「,雪豹,好,靚,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ling4-zi2,jan2-m4-zyu6,ging1-taan3,#,#,syut3-paau3,hou2,leng3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuko,cannot resist,gasp in amazement,#,#,snow leopard,very,beautiful,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,的確,。,」,小花,一邊,收拾,背囊,，,一邊,講,：,「,鈴子,，,不如,我哋,而家,落山,？,尼泊爾,有,一個,湖,好,靚,，,我哋,一齊,去,好唔好,？,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dik1-kok3,#,#,siu2-faa1,jat1-bin1,sau1-sap6,bui3-nong4,#,jat1-bin1,gong2,#,#,ling4-zi2,#,bat1-jyu4,ngo5-dei6,ji4-gaa1,lok6-saan1,#,nei4-pok3-ji5,jau5,jat1-go3,wu4,hou2,leng3,#,ngo5-dei6,jat1-cai4,heoi3,hou2-m4-hou2,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,indeed,#,#,Hana,while,put in order,backpack,#,while,say,#,#,Suzuko,#,how about,we,now,go down the mountain,#,Nepal,have,one (measure),lake,very,beautiful,#,we,together,go,good or not,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鈴子,好,興奮,，,話,：,「,好,啊,！,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ling4-zi2,hou2,hing1-fan5,#,waa6,#,#,hou2,aa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suzuko,very,excited,#,say,#,#,good,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
呢次,毅然,出走,，,令,鈴子,揾,返,佢,心,入面,嘅,雪豹,——,佢,已經,急不及待,要,去,發掘,未知,喇,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nei1-ci3,ngai6-jin4,ceot1-zau2,#,ling6,ling4-zi2,wan2,faan1,keoi5,sam1,jap6-min6,ge3,syut3-paau3,#,keoi5,ji5-ging1,gap1-bat1-kap6-doi6,jiu3,heoi3,faat3-gwat6,mei6-zi1,laa3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this time,resolutely,run away,#,make,Suzuko,find,back,she,heart,inside,(linker),snow leopard,#,she,already,cannot wait,want,to go,explore,unknown,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其實,每,次,仔女,長大,踏入,新,階段,，,鈴子,都會,有,種,期待,嘅,幸福,感,嘅,，,只係,嗰,種,付出,同,壓力,真係,不足為外人道,……,而家,見,啲,仔女,開始,大個,，,鈴子,至,敢,踏,出去,追尋,自己,嘅,夢想,。,唔知,你,心,入面,又,有冇,咩,埋藏,已,久,嘅,渴望,？,又,有冇,繼續,堅持,追夢,呢,？
kei4-sat6,mui5,ci3,zai2-neoi2,zoeng2-daai6,daap6-jap6,san1,gaai1-dyun6,#,ling4-zi2,dou1-wui5,jau5,zung2,kei4-doi6,ge3,hang6-fuk1,gam2,ge3,#,zi2-hai6,go2,zung2,fu6-ceot1,tung4,aat3-lik6,zan1-hai6,bat1-zuk1-wai4-ngoi6-jan4-dou6,#,ji4-gaa1,gin3,di1,zai2-neoi2,hoi1-ci2,daai6-go3,#,ling4-zi2,zi3,gam2,daap6,ceot1-heoi3,zeoi1-cam4,zi6-gei2,ge3,mung6-soeng2,#,m4-zi1,nei5,sam1,jap6-min6,jau6,jau5-mou5,me1,maai4-cong4,ji5,gau2,ge3,hot3-mong6,#,jau6,jau5-mou5,gai3-zuk6,gin1-ci4,zeoi1-mung6,ne1,#
actually,every,time,children,grow up,step into,new,phase,#,Suzuko,also will,have,type of,anticipation,(linker),happy,feeling,(particle),#,just only,that,type,contribution,and,pressure,really,not worth letting others know,#,now,see,those,children,begin,grow up,#,Suzuko,then,dare,to step,out,seek,oneself,(linker),dream,#,don't know,you,heart,inside,also,have or haven't,any,buried,already,long time,(linker),longing,#,also,have or haven't,continue,to persist,chase dream,(particle),#
