Fatima,cyun2,zo2,zan6,hei3,#,jau6,au2,zo2,di1,hoi2-seoi2,#,hou2,long4-bui3,gam2,zau2,jap6,fu6-gan6,jat1,gaan1,muk6-uk1,bei6-jyu5,#,zi1-hau6,sin1,toi4-hei2,tau4,heoi3,wan2,ngaam1-ngaam1,gau3,hei2,zi6-gei2,ge3,gwong1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,gasp,-en,a while,breath,#,also,vomit,-en,some,sea water,#,very,clumsy and beaten,-ly,go,inside,nearby,one,(measure),wooden house,take shelter from the rain,#,after,then,lift,head,to go,to find,just now,save,up,oneself,(linker),light,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原來,係,月亮,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jyun4-loi4,hai6,jyut6-loeng6,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it turns out,is,moon,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佢,仍然,一,臉,平靜,噉,望住,Fatima,，,一啲,責怪,嘅,意思,都,冇,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keoi5,jing4-jin4,jat1,lim5,ping4-zing6,gam2,mong6-zyu6,Fatima,#,jat1-di1,zaak3-gwaai3,ge3,ji3-si3,dou1,mou5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,still,one,face,calm,in this way,staring,Fatima,#,a bit,blame,(linker),meaning,"all, also",don't have,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,大海,充滿,智慧,同,寶藏,，,不過,同時,都,暗藏,好多,危險,。,」,月亮,繼續,講,：,「,微,風,可以,令,你,涼爽,，,不過,一旦,變,得,暴烈,，,可以,摧毀,你,嘅,家園,。,喺,黑夜,散步,，,會,令,你,覺得,平靜,，,不過,亦,可能,會,不知不覺,噉,帶,你,去,咗,懸崖,邊,。,樹木,畀,咗,好多,資源,我哋,，,不過,當,佢,跌,落嚟,嗰陣,，,可能,會,奪去,你,嘅,生命,。,Fatima,，,你,一定,要,學識,敬畏,大自然,。,」,,,,,,,,,
#,daai6-hoi2,cung1-mun5,zi3-wai3,tung4,bou2-zong6,#,bat1-gwo3,tung4-si4,dou1,am3-cong4,hou2-do1,ngai4-him2,#,#,jyut6-loeng6,gai3-zuk6,gong2,#,#,mei4,fung1,ho2-ji5,ling6,nei5,loeng4-song2,#,bat1-gwo3,jat1-daan3,bin3,dak1,bou6-lit6,#,ho2-ji5,ceoi1-wai2,nei5,ge3,gaa1-jyun4,#,hai2,hak1-je6,saan3-bou6,#,wui5,ling6,nei5,gok3-dak1,ping4-zing6,#,bat1-gwo3,jik6,ho2-nang4,wui5,bat1-zi1-bat1-gok3,gam2,daai3,nei5,heoi3,zo2,jyun4-ngaai4,bin1,#,syu6-muk6,bei2,zo2,hou2-do1,zi1-jyun4,ngo5-dei6,#,bat1-gwo3,dong1,keoi5,dit3,lok6-lai4,go2-zan6,#,ho2-nang4,wui5,dyut6-heoi3,nei5,ge3,sang1-ming6,#,Fatima,#,nei5,jat1-ding6,jiu3,hok6-sik1,ging3-wai3,daai6-zi6-jin4,#,#,,,,,,,,,
#,ocean,full of,wisdom,and,treasure,#,however,at the same time,"all, also",hide,many,danger,#,#,moon,continue,to say,#,#,little,wind,can,make,you,cool and nice,#,however,once,to change,(suffix),severe and strong,#,can,destroy,you,(linker),homeland,#,at,dark night,go for a walk,#,will,make,you,feel,calm,#,however,also,possible,will,unconsciously,in this way,bring,you,to go,-en,overhanging cliff,edge,#,trees,give,-en,many,resource,we,#,however,when,it,fall,down,that time,#,possible,will,take away,you,’s,life,#,Fatima,#,you,surely,need to,learnt,respect and fear,nature,#,#,,,,,,,,,
[6c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,覺得,好,羞愧,，,原來,自己,喺,大自然,入面,係,咁,渺小,，,是但,一個,浪,都,可以,打沉,自己,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,gok3-dak1,hou2,sau1-kwai5,#,jyun4-loi4,zi6-gei2,hai2,daai6-zi6-jin4,jap6-min6,hai6,gam3,miu5-siu2,#,si6-daan6,jat1-go3,long6,dou1,ho2-ji5,daa2-cam4,zi6-gei2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,feel,very,ashamed,#,it turns out,oneself,at,nature,inside,is,so,tiny,#,whatever,one (measure),wave,"all, also",can,send sinking,oneself,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,多謝,你,啊,月亮,，,我,以後,唔,會,再,咁,自大,㗎喇,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,do1-ze6,nei5,aa3,jyut6-loeng6,#,ngo5,ji5-hau6,m4,wui5,zoi3,gam3,zi6-daai6,gaa3-laa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,thank you,you,(particle),moon,#,I,afterwards,not,will,again,so,arrogant,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月亮,微笑,，,月光,柔柔,噉,照,落,暴雨,下,嘅,大海,。,大海,仍然,好,安靜,，,就,好似,咩,事,都,冇,發生,過,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jyut6-loeng6,mei4-siu3,#,jyut6-gwong1,jau4-jau4,gam2,ziu3,lok6,bou6-jyu5,haa6,ge3,daai6-hoi2,#,daai6-hoi2,jing4-jin4,hou2,on1-zing6,#,zau6,hou2-ci5,me1,si6,dou1,mou5,faat3-sang1,gwo3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moon,smile,#,moonlight,gentle and soft,-ly,lighten,down,rainstorm,under,(linker),ocean,#,ocean,still,very,quiet,#,then,to be similar,what,matter,"all, also",don't have,happen,-ed,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,噉就,乖,喇,。,按照,大自然,法則,，,我,係,唔,可以,干涉,你哋,嘅,事,。,啱啱,我,救,你,，,已經,係,做,錯,咗,。,我,唔,可以,再,畀,你,見到,——,Fatima,，,你,合埋,對,眼,吖,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,gam2-zau6,gwaai1,laa3,#,on3-ziu3,daai6-zi6-jin4,faat3-zak1,#,ngo5,hai6,m4,ho2-ji5,gon1-sip3,nei5-dei6,ge3,si6,#,ngaam1-ngaam1,ngo5,gau3,nei5,#,ji5-ging1,hai6,zou6,co3,zo2,#,ngo5,m4,ho2-ji5,zoi3,bei2,nei5,gin3-dou2,#,Fatima,#,nei5,hap6-maai4,deoi3,ngaan5,aa1,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,from now on,well-behaved,(particle),#,following,nature,principle,#,I,is,not,can,interfere,you (plural),’s,matter,#,just now,I,save,you,#,already,is,do,wrong,-en,#,I,not,can,again,let,you,see,#,Fatima,#,you,close,pair,eye,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,係噉,講,對唔住,，,喊,到,成,塊,面,都,花,晒,。,佢,唔想,冇,咗,月亮,，,佢,唔想,冇,咗,呢個,咁,重要,嘅,朋友,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,hai6-gam2,gong2,deoi3-m4-zyu6,#,haam3,dou3,seng4,faai3,min6,dou1,faa1,saai3,#,keoi5,m4-soeng2,mou5,zo2,jyut6-loeng6,#,keoi5,m4-soeng2,mou5,zo2,ni1-go3,gam3,zung6-jiu3,ge3,pang4-jau5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,keep doing,say,Sorry!,#,cry,that,whole,piece of,face,"all, also",messy,all,#,she,don't want,don't have,-en,moon,#,she,don't want,don't have,-en,this one,so,important,(linker),friend,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6h],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,即使,你,再,聽,唔到,我,把,聲,，,見,唔到,我,個,樣,，,我,嘅,月光,、,我,嘅,顏色,仍然,會,喺,天上面,陪,住,你,。,我,亦,會,一直,喺,月球,嘅,另一,面,望住,你,，,所以,你,唔使,傷心,㗎,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,zik1-si2,nei5,zoi3,teng1,m4-dou2,ngo5,baa2,seng1,#,gin3,m4-dou2,ngo5,go3,joeng2,#,ngo5,ge3,jyut6-gwong1,#,ngo5,ge3,ngaan4-sik1,jing4-jin4,wui5,hai2,tin1-soeng6-min6,pui4,zyu6,nei5,#,ngo5,jik6,wui5,jat1-zik6,hai2,jyut6-kau4,ge3,ling6-jat1,min6,mong6-zyu6,nei5,#,so2-ji5,nei5,m4-sai2,soeng1-sam1,gaa3,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,even if,you,again,hear,cannot,I,(measure),voice,#,see,cannot,I,(measure),face,#,I,’s,moonlight,#,I,’s,colour,still,will,at,in the sky,accompany,-ing,you,#,I,also,will,keep on,at,moon,’s,another,side,watching,you,#,therefore,you,no need,sad,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[6i],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月光,慢慢,掃,落,Fatima,嘅,眼簾,，,既,温暖,又,清涼,。,過,咗,好,耐,，,Fatima,先,肯,擘,大,返,對,眼,：,佢,面,上,嘅,月光,已經,消失,，,而,天空,個,月亮,，,就,只,剩返,一個,散發,住,淺,黃色,光,嘅,空,殼,，,唔識,講嘢,，,亦,冇,温柔,嘅,目光,。,從此,Fatima,再,同,唔到,月亮,傾計,，,對,佢,嚟講,，,月亮,變成,一個,沉默,嘅,顏色,。,,,,,,,,,,,,,,,,,,,,,
jyut6-gwong1,maan6-maan6,sou3,lok6,Fatima,ge3,ngaan5-lim4,#,gei3,wan1-nyun5,jau6,cing1-loeng4,#,gwo3,zo2,hou2,noi6,#,Fatima,sin1,hang2,maak3,daai6,faan1,deoi3,ngaan5,#,keoi5,min6,soeng6,ge3,jyut6-gwong1,ji5-ging1,siu1-sat1,#,ji4,tin1-hung1,go3,jyut6-loeng6,#,zau6,zi2,sing6-faan1,jat1-go3,saan3-faat3,zyu6,cin2,wong4-sik1,gwong1,ge3,hung1,hok3,#,m4-sik1,gong2-je5,#,jik6,mou5,wan1-jau4,ge3,muk6-gwong1,#,cung4-ci2,Fatima,zoi3,tung4,m4-dou2,jyut6-loeng6,king1-gai2,#,deoi3,keoi5,lai4-gong2,#,jyut6-loeng6,bin3-sing4,jat1-go3,cam4-mak6,ge3,ngaan4-sik1,#,,,,,,,,,,,,,,,,,,,,,
moonlight,slowly,sweep,down,Fatima,’s,eyelid,#,also,warm,also,cool and refreshing,#,pass,-en,very,long time,#,Fatima,then,agree,open,big,back,pair,eye,#,she,face,top,(linker),moonlight,already,disappear,#,and,sky,(measure),moon,#,then,only,left,one (measure),diffuse,-ing,light,yellow,light,(linker),empty,shell,#,don't know,speaking,#,also,don't have,gentle,(linker),eyes,#,since then,Fatima,again,and,cannot,moon,chat,#,for,she,speaking,#,moon,become,one (measure),silent,(linker),colour,#,,,,,,,,,,,,,,,,,,,,,
[6j],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,大個,之後,諗返,嗰,晚,嘅,事,，,都,唔,肯定,究竟,月亮,真係,識講嘢,，,定,只係,小朋友,嘅,幻想,。,會唔會,係,自己,唔,小心,浸親,，,又,咁,好彩,飄,返去,岸邊,，,就,幻想,係,月亮,救,咗,自己,？,佢,唔,肯定,。,佢,淨係,知,每,晚,感受,到,月光,輕,撫,嘅,時候,，,內心,都,出奇,地,温暖,，,就,好似,有,一個人,喺,遠處,祝福,緊,自己,……,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,daai6-go3,zi1-hau6,nam2-faan1,go2,maan5,ge3,si6,#,dou1,m4,hang2-ding6,gau3-ging2,jyut6-loeng6,zan1-hai6,sik1-gong2-je5,#,ding6,zi2-hai6,siu2-pang4-jau5,ge3,waan6-soeng2,#,wui5-m4-wui5,hai6,zi6-gei2,m4,siu2-sam1,zam6-can1,#,jau6,gam3,hou2-coi2,piu1,faan1-heoi3,ngon6-bin1,#,zau6,waan6-soeng2,hai6,jyut6-loeng6,gau3,zo2,zi6-gei2,#,keoi5,m4,hang2-ding6,#,keoi5,zing6-hai6,zi1,mui5,maan5,gam2-sau6,dou2,jyut6-gwong1,hing1,fu2,ge3,si4-hau6,#,noi6-sam1,dou1,ceot1-kei4,dei6,wan1-nyun5,#,zau6,hou2-ci5,jau5,jat1-go3-jan4,hai2,jyun5-cyu3,zuk1-fuk1,gan2,zi6-gei2,#,,,,,,,,,,,,,,,,,,,,,,,,
Fatima,grow up,after,think again,that,night,(linker),matter,#,"all, also",not,affirm,exactly,moon,really,can speak,#,or,just only,child,’s,immagination,#,will or will not,is,oneself,not,careful,drown,#,also,so,lucky,float,go back,shore,#,then,imagine,is,moon,save,-en,oneself,#,she,not,affirm,#,she,only,know,every,night,feel,(suffix),moonlight,softly,caress,(linker),time,#,at heart,"all, also",surprising,-ly,warm,#,then,to be similar,have,a person,at,far away,blessing,-ing,oneself,#,,,,,,,,,,,,,,,,,,,,,,,,
