dou6-soeng2-jyun4,suk1-suk1,zung6,waa6,#,jyun4-loi4,hoeng1-gong2,si5-keoi1,jau5,jat1-go3,dei6-fong1,zung3,zo2,hou2-do1,je4-zi2,syu6,#,go2-dou6,zau6-hai6,wong4-daai6-sin1,ge3,mo1-si6,gung1-jyun2,#,mo1-si6,gung1-jyun2,jap6-min6,jau5,go3,zung1-leoi5,jyun4,#,zung3,zo2,jaa6-ji6,zung2,m4-tung4,zung2-leoi6,ge3,zung1-leoi5,syu6,#,kei4-zung1,zau6,jau5,sei3,zung2,m4-tung4,ge3,je4-zi2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tour guide,uncle,even,say,#,it turns out,Hong Kong,urban area,have,one (measure),place,plant,-en,many,coconut,tree,#,there,which is,Wong Tai Sin,(linker),Morse,Park,#,Morse,Park,inside,have,(measure),Palm tree,garden,#,plant,-en,twenty-two,type,different,kind,(linker),Palm,tree,#,among,then,have,four,type,different,(linker),coconut,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
椰子,葉,畀,風,吹,到,搖,啊,搖,，,阿木,睇到,噉,嘅,畫面,，,真係,覺得,自己,好似,去,咗,旅行,——,去,到,藍天,白雲,、,椰林樹影,、,水清沙幼,嘅,馬爾代夫,噉,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
je4-zi2,jip6,bei2,fung1,ceoi1,dou3,jiu4,aa3,jiu4,#,aa3-muk6,tai2-dou2,gam2,ge3,waa2-min2,#,zan1-hai6,gok3-dak1,zi6-gei2,hou2-ci5,heoi3,zo2,leoi5-hang4,#,heoi3,dou3,laam4-tin1,baak6-wan4,#,je4-lam4-syu6-jing2,#,seoi2-cing1-saa1-jau3,ge3,maa5-ji5-doi6-fu1,gam2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coconut,leaf,by,wind,blow,to,shake,(particle),shake,#,Arden,saw,this way,(linker),frame,#,really,think,oneself,just like,go,-en,travel,#,go,to,blue sky,white cloud,#,lush with coconut forest's shade,#,clear water and fine sand,(linker),Maldives,in that way,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
時間,都,差唔多,，,阿木,係,時候,要,返屋企,喇,。,估,唔到,行,咗,半日,，,阿木,都,只係,行,咗,果園,嘅,一,小,部份,。,因為,去,到,每個,唔同,嘅,區域,，,阿木,都會,打爛沙盤問到篤,，,好,想,知道,多啲,唔同,生果,嘅,特性,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
si4-gaan3,dou1,caa1-m4-do1,#,aa3-muk6,hai6,si4-hau6,jiu3,faan1-uk1-kei2,laa3,#,gu2,m4-dou3,haang4,zo2,bun3-jat6,#,aa3-muk6,dou1,zi2-hai6,haang4,zo2,gwo2-jyun4,ge3,jat1,siu2,bou6-fan6,#,jan1-wai6,heoi3,dou3,mui5-go3,m4-tung4,ge3,keoi1-wik6,#,aa3-muk6,dou1-wui5,daa2-laan6-saa1-pun4-man6-dou3-duk1,#,hou2,soeng2,zi1-dou3,do1-di1,m4-tung4,saang1-gwo2,ge3,dak6-sing3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
time,"all, also",almost,#,Arden,is,time,need to,go home,(particle),#,guess,cannot,walk,-en,half day,#,Arden,"all, also",just only,walk,-en,orchard,(linker),one,small,part,#,because,go,to,every,different,(linker),area,#,Arden,always will,ask about every last detail,#,very,want to,know,more,different,fruit,’s,characteristic,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爸爸,媽媽,見到,阿木,對,植物,同,生果,咁,有,興趣,，,都,覺得,好,欣慰,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baa4-baa1,maa4-maa1,gin3-dou2,aa3-muk6,deoi3,zik6-mat6,tung4,saang1-gwo2,gam3,jau5,hing3-ceoi3,#,dou1,gok3-dak1,hou2,jan1-wai3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
father,mother,saw,Arden,to,plant,and,fruit,so,have,interest,#,"all, also",think,very,assured,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大自然,畀,咗,好多,禮物,人類,，,果樹,就係,其中,一樣,。,肚餓,同,口渴,嗰陣,，,我哋,可以,食,樹,上面,嘅,生果,補充,體力,同,水分,；,有啲,果樹,嘅,木,質,仲,可以,用嚟,做,木材,，,例如,蘋果,木,；,太陽,太,曬,嗰陣,，,我哋,又,可以,喺,樹,下面,乘涼,……,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daai6-zi6-jin4,bei2,zo2,hou2-do1,lai5-mat6,jan4-leoi6,#,gwo2-syu6,zau6-hai6,kei4-zung1,jat1-joeng6,#,tou5-ngo6,tung4,hau2-hot3,go2-zan2,#,ngo5-dei6,ho2-ji5,sik6,syu6,soeng6-min6,ge3,saang1-gwo2,bou2-cung1,tai2-lik6,tung4,seoi2-fan6,#,jau5-di1,gwo2-syu6,ge3,muk6,zat1,zung6,ho2-ji5,jung6-lei4,zou6,muk6-coi4,#,lai6-jyu4,ping4-gwo2,muk6,#,taai3-joeng4,taai3,saai3,go2-zan6,#,ngo5-dei6,jau6,ho2-ji5,hai2,syu6,haa6-min6,sing4-loeng4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nature,give,-en,many,gift,human beings,#,fruit tree,then is,among,one kind,#,hungry,and,thirsty,that time,#,we,can,eat,tree,above,(linker),fruit,replenish,physical strength,and,moisture content,#,some,fruit tree,’s,wood,texture,even,can,used for,to be,lumber,#,for example,apple,wood,#,sun,too,intense (sunlight),that time,#,we,also,can,at,tree,below,take a shade,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
爸爸,語重心長,噉,同,阿木,講,：,「,阿木,，,希望,你,可以,學識,尊重,樹木,、,保護,樹木,，,噉樣,有朝一日,，,樹木,同,森林,都會,保護,返,你,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baa4-baa1,jyu5-zung6-sam1-coeng4,gam2,tung4,aa3-muk6,gong2,#,#,aa3-muk6,#,hei1-mong6,nei5,ho2-ji5,hok6-sik1,zyun1-zung6,syu6-muk6,#,bou2-wu6,syu6-muk6,#,gam2-joeng2,jau5-ziu1-jat1-jat6,#,syu6-muk6,tung4,sam1-lam4,dou1-wui5,bou2-wu6,faan1,nei5,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
father,serious,-ly,to,Arden,say,#,#,Arden,#,hope,you,can,learn,respect,trees,#,protect,trees,#,in this way,some day,#,trees,and,forest,always will,protect,back,you,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
