this,week,literary composition,class,#,again,have to,write,#,I,’s,Papa,#,#,Miss Wong,say,#,grade,different,#,write,(linker),title,even if,the same,#,also will,have,not,the same,(linker),content,and,depth,#,teacher,tell,we,at,home,prepare,a bit,#,carefully,observe,#,pass,a few,day,then,at,during class,write,(measure),regarding,father,(linker),piece of writing,#,end,-en,class,after,#,I,go back,newsstand,to help,Dad,hand,manage the stall,#,sometimes,#,I,will,on purpose,take,those,newspaper,disperse,-er,in that way,place/arrange,#,use,they,cover,-ing,those,magazine,#,but,#,use,newspaper,to cover,actually,"all, also",is not,very,okay,#,because,sometimes,newspaper,those,photograph,also,very,scary,#,however,#,Dad,very,soon,then,will,notice,these,efforts to hide,#,then,#,he,will,scold,I,why,require,customer,oneself,look for,they,want,(linker),thing,#,again,scold,I,why,not,put in order,well,(measure),stall,#,then,Dad,also,not,will,scold,(suffix),very,fiercely,#,I,also will,well-behaved,that way,help,he,put in order,back,#,take,I,before,cover,up,magazine,those,newspaper,pile up,well,#,so,#,magazine,young lady,those,almost,not,wearing,clothes,(linker),body,and,newspaper,top,(linker),blood and gore,again,visible again,before one's eyes,#,actually,#,magazine,newspaper,top,those,word,#,I,"all, also",is not,completely,understand,#,usually,"all, also",is not,really,know,it,say,what,#,only,see,those,image,#,already,feel,very,not comfortable,#,but,also,feel,very,curious,#,,,,,,,,,,,,,,,,,,,,,,
[5],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,又,見到,肥仔明,喺,街尾,向,住,我,個,報紙檔,走,過嚟,。,肥仔明,經過,報紙檔,，,又,對住,我,伸脷,扮鬼扮馬,整色整水,。,佢,仲,夠膽死,喺,阿爸,面前,用,唇語,唔,發聲,叫,我,「,鹹濕仔,」,。,阿爸,睇到,喇,！,佢,好,兇狠,噉,望,肥仔明,一眼,，,肥仔明,就,即刻,跑,開,。,阿爸,又,望住,我,，,問,︰,「,阿生,，,點解,佢,叫,你,鹹濕仔,？,」,我,耷低頭,，,用,手指,指,下,啲,雜誌,，,好,細聲,噉,話,︰,「,阿爸,，,我,都,唔,鍾意,俾人,叫做,鹹濕仔,……,」,阿爸,即刻,話,︰,「,唉,，,阿生,，,你,知唔知道,，,我哋,都,要,揾食,㗎,。,阿爸,讀書,唔多,，,自細,跟,根叔,開,報紙檔,，,我,淨係,識,開檔,㗎咋,。,好多,年,我,都,冇,再,賣,嗰啲,要,用,膠,套,封,住,嘅,書,喇,，,你,知道,㗎,，,係咪,？,噉,呢啲,雜誌,……,都,只係,閒,書,嚟,啫,，,冇,乜嘢,嘅,……,賺錢,吖嘛,，,好多,人,買,嚟,睇,㗎,……,」,阿爸,雖然,讀書,唔多,，,外表,又,粗魯,，,又,會,跟,朋友,買下,馬,，,但係,佢,好少,郁手郁腳,打,人,，,粗口,都,唔多,句,，,仲,成日,同,我,講道理,，,好多,人,都,叫,佢,做,斯文,報紙佬,。,佢,繼續,解釋,，,我,已經,聽唔入耳,。,諗起,聽日,堂,作文,堂,，,我,決定,好似,以前,噉,，,寫,我,阿爸,係,一,位,文員,算,喇,。
ngo5,jau6,gin3-dou2,fei4-zai2-ming4,hai2,gaai1-mei5,hoeng3,zyu6,ngo5,go3,bou3-zi2-dong3,zau2,gwo3-lei4,#,fei4-zai2-ming4,ging1-gwo3,bou3-zi2-dong3,#,jau6,deoi3-zyu6,ngo5,san1-lei6,baan6-gwai2-baan6-maa5,zing2-sik1-zing2-seoi2,#,keoi5,zung6,gau3-daam2-sei2,hai2,aa3-baa4,min6-cin4,jung6,seon4-jyu5,m4,faat3-seng1,giu3,ngo5,#,haam4-sap1-zai2,#,#,aa3-baa4,tai2-dou2,laa3,#,keoi5,hou2,hung1-han2,gam2,mong6,fei4-zai2-ming4,jat1-ngaan5,#,fei4-zai2-ming4,zau6,zik1-hak1,paau2,hoi1,#,aa3-baa4,jau6,mong6-zyu6,ngo5,#,man6,#,#,aa3-saang1,#,dim2-gaai2,keoi5,giu3,nei5,haam4-sap1-zai2,#,#,ngo5,dap1-dai1-tau4,#,jung6,sau2-zi2,zi2,haa5,di1,zaap6-zi3,#,hou2,sai3-seng1,gam2,waa6,#,#,aa3-baa4,#,ngo5,dou1,m4,zung1-ji3,bei2-jan4,giu3-zou6,haam4-sap1-zai2,#,#,aa3-baa4,zik1-hak1,waa6,#,#,aai6,#,aa3-saang1,#,nei5,zi1-m4-zi1-dou6,#,ngo5-dei6,dou1,jiu3,wan2-sik6,gaa3,#,aa3-baa4,duk6-syu1,m4-do1,#,zi6-sai3,gan1,gan1-suk1,hoi1,bou3-zi2-dong3,#,ngo5,zing6-hai6,sik1,hoi1-dong3,gaa3-zaa3,#,hou2-do1,nin4,ngo5,dou1,mou5,zoi3,maai6,go2-di1,jiu3,jung6,gaau1,tou3,fung1,zyu6,ge3,syu1,laa3,#,nei5,zi1-dou3,gaa3,#,hai6-mai6,#,gam2,ni1-di1,zaap6-zi3,#,dou1,zi2-hai6,haan4,syu1,lei4,ze1,#,mou5,mat1-je5,ge3,#,zaan6-cin2,aa1-maa3,#,hou2-do1,jan4,maai5,lei4,tai2,gaa3,#,#,aa3-baa4,seoi1-jin4,duk6-syu1,m4-do1,#,ngoi6-biu2,jau6,cou1-lou5,#,jau6,wui5,gan1,pang4-jau5,maai5-haa5,maa5,#,daan6-hai6,keoi5,hou2-siu2,juk1-sau2-juk1-goek3,daa2,jan4,#,cou1-hau2,dou1,m4-do1,geoi3,#,zung6,seng4-jat6,tung4,ngo5,gong2-dou6-lei5,#,hou2-do1,jan4,dou1,giu3,keoi5,zou6,si1-man4,bou3-zi2-lou2,#,keoi5,gai3-zuk6,gaai2-sik1,#,ngo5,ji5-ging1,teng1-m4-jap6-ji5,#,nam2-hei3,ting1-jat6,tong4,zok3-man2,tong4,#,ngo5,kyut3-ding6,hou2-ci5,ji5-cin4,gam2,#,se2,ngo5,aa3-baa4,hai6,jat1,wai2,man4-jyun4,syun3,laa3,#
I,again,see,Fat Boy Ming,at,end of the street,towards,-ing,I,(measure),newsstand,walk,come over,#,Fat Boy Ming,pass by,newsstand,#,again,towards,I,stick tongue out,messing around,making weird faces,#,he,even,have the guts to,at,Dad,in front of,use,mouthing (words),not,make sound,call,I,#,lustful guy,#,#,Dad,see,(particle),#,he,very,fierce,-ly,look,Fat Boy Ming,a glance,#,Fat Boy Ming,then,immediately,run,away,#,Dad,again,staring,I,#,ask,#,#,Ah-Sang,#,why,he,call,you,lustful guy,#,#,I,drop my gaze,#,use,finger,point ,a bit,those,magazine,#,very,low voice,-ly,say,#,#,Dad,#,I,"all, also",not,like,by people,refer to as,lustful guy,#,#,Dad,immediately,say,#,#,Sigh!,#,Ah-Sang,#,you,know or not,#,we,"all, also",have to,earn money,(particle),#,Dad,study,not much,#,since young,follow,Uncle Gan,open,newsstand,#,I,only,know,open the stall,(particle),#,many,year,I,"all, also",not,again,sell,those,have to,use,plastic,cover,seal,-ing,(linker),book,(particle),#,you,know,(particle),#,is or isn't,#,then,these,magazine,#,"all, also",just only,leisure,book,(particle),(particle),#,don't have,what,(particle),#,earn money,(particle),#,many,people,buy,to,read,(particle),#,#,Dad,although,study,not much,#,appearance,also,ill-mannered,#,also,will,follow,friend,buy a bit,horse (races),#,but,he,very rarely,move aggressively,hit,people,#,swear words,"all, also",not many,sentence,#,even,all the time,to,I,lecture,#,many,people,"all, also",call,he,to be,prim and proper,newspaper guy,#,he,continue,explain,#,I,already,not willing to listen,#,think of,tomorrow,class,literary composition,class,#,I,decide,just like,previously,that way,#,write,I,Dad,is,one,(measure),clerk,and finish it,(particle),#
[6],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
到,咗,作文,堂,喇,。,題目,係,︰,我,的,爸爸,。,黃老師,先,請,幾,位,同學,喺,班上,介紹,佢哋,嘅,爸爸,。,陳瑞芳,個,阿爸,係,一個,消防員,。,古淑瑩,個,阿爸,係,一個,菜販,。,劉福明,個,阿爸,係,巴士司機,。,「,張得生,，,你呢,？,」,我,已經,將,個,頭,耷,到,好,低,，,估唔到,老師,都,仲,會,揀中,我,。,我,都,未,企,起身,，,肥仔明,就,喺,個,位,度,大叫,︰,「,張得生,個,老竇,係,賣,鹹書,㗎,！,」,接住落嚟,，,我,就,聽到,全,班,同學,一齊,喺度,大笑,！,我,感覺,到,我,塊,面,好,熱,，,然後,耳仔,啦,，,條,頸,啦,，,直到,全個,人,全身,都,好,熱,。,我,坐,喺,個,位,度,，,唔,敢,郁,。,黃老師,就,對,全,班,同學,講,︰,「,張得生,嘅,爸爸,有,個,報紙檔,。,王偉明,，,報紙檔,度,有,好多,唔同,嘅,報章,雜誌,，,又,有,漫畫,書,，,仲,可能,有啲,小,玩具,呀,，,香口膠,呀,、,紙巾,噉,，,點解,你,淨係,會話,佢,爸爸,賣,色情,刊物,呢,？,唔通,你,對,眼,淨係,見到,呢啲,？,」,全,班,同學,又,一齊,大笑,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dou3,zo2,zok3-man2,tong4,laa3,#,tai4-muk6,hai6,#,ngo5,dik1,baa4-baa1,#,wong4-lou5-si1,sin1,ceng2,gei2,wai2,tung4-hok6,hai2,baan1-soeng6,gaai3-siu6,keoi5-dei6,ge3,baa4-baa1,#,can4-seoi6-fong1,go3,aa3-baa4,hai6,jat1-go3,siu1-fong4-jyun4,#,gu2-suk6-jing4,go3,aa3-baa4,hai6,jat1-go3,coi3-faan2,#,lau4-fuk1-ming4,go3,aa3-baa4,hai6,baa1-si2-si1-gei1,#,#,zoeng1-dak1-saang1,#,nei5-ne1,#,#,ngo5,ji5-ging1,zoeng1,go3,tau4,dap1,dou3,hou2,dai1,#,gu2-m4-dou2,lou5-si1,dou1,zung6,wui5,gaan2-zung3,ngo5,#,ngo5,dou1,mei6,kei5,hei2-san1,#,fei4-zai2-ming4,zau6,hai2,go3,wai2,dou6,daai6-giu3,#,#,zoeng1-dak1-saang1,go3,lou5-dau6,hai6,maai6,haam4-syu1,gaa3,#,#,zip3-zyu6-lok6-lei4,#,ngo5,zau6,teng1-dou2,cyun4,baan1,tung4-hok6,jat1-cai4,hai2-dou6,daai6-siu3,#,ngo5,gam2-gok3,dou2,ngo5,faai3,min6,hou2,jit6,#,jin4-hau6,ji5-zai2,laa1,#,tiu4,geng2,laa1,#,zik6-dou3,cyun4-go3,jan4,cyun4-san1,dou1,hou2,jit6,#,ngo5,co5,hai2,go3,wai2,dou6,#,m4,gam2,juk1,#,wong4-lou5-si1,zau6,deoi3,cyun4,baan1,tung4-hok6,gong2,#,#,zoeng1-dak1-saang1,ge3,baa4-baa1,jau5,go3,bou3-zi2-dong3,#,wong4-wai5-ming4,#,bou3-zi2-dong3,dou6,jau5,hou2-do1,m4-tung4,ge3,bou3-zoeng1,zaap6-zi3,#,jau6,jau5,maan6-waa2,syu1,#,zung6,ho2-nang4,jau5-di1,siu2,wun6-geoi6,aa3,#,hoeng1-hau2-gaau1,aa3,#,zi2-gan1,gam2,#,dim2-gaai2,nei5,zing6-hai6,wui2-waa6,keoi5,baa4-baa1,maai5,sik1-cing4,hon2-mat6,ne1,#,m4-tung1,nei5,deoi3,ngaan5,zing6-hai6,gin3-dou2,ni1-di1,#,#,cyun4,baan1,tung4-hok6,jau6,jat1-cai4,daai6-siu3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to,-en,literary composition,class,(particle),#,title,is,#,I,’s,Papa,#,Miss Wong,first,invite,a few,(measure),schoolmate,at,during class,introduce,they,’s,papa,#,Chan Sui Fong,(measure),Dad,is,one (measure),fire fighter,#,Ku Suk Ying,(measure),Dad,is,one (measure),vegatable vendor,#,Lau Fuk Ming,(measure),Dad,is,bus driver,#,#,Cheung Dak Sang,#,How about you,#,#,I,already,take,(measure),head,to lower,to,very,low,#,cannot guess,teacher,"all, also",still,will,choose,I,#,I,"all, also",not yet,stand,up,#,Fat Boy Ming,then,at,(measure),seat,there,shout,#,#,Cheung Dak Sang,(measure),old man (dad),is,sell,dirty books,(particle),#,#,and then,#,I,then,heard,whole,class,schoolmate,together,right here,laugh,#,I,feel,that,I,piece of,face,very,hot,#,then,ears,(particle),#,(measure),neck,(particle),#,until,whole,person,whole body,also,very,hot,#,I,sit,at,(measure),seat,there,#,not,dare to,move,#,Miss Wong,then,towards,whole,class,schoolmate,say,#,#,Cheung Dak Sang,’s,papa,have,(measure),newsstand,#,Wong Wai Ming,#,newsstand,there,have,many,different,(linker),newspaper,magazine,#,also,have,comics,book,#,even,possiblely,have some,small,toy,(particle),#,chewing gum,(particle),#,tissue paper,that way,#,why,you,only,will say,he,papa,sell,erotic,publication,(particle),#,could it be,you,pair of,eye,only,see,these,#,#,whole,class,schoolmate,again,together,laugh,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[7],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小息,嘅,時候,，,黃老師,約,咗,我,傾計,。,個,班房,一,個,人,都,冇,，,佢,問,我,王偉明,係咪,成日,噉樣,笑,我,，,又,問,我,鍾唔鍾意,我,阿爸,賣,嗰啲,報紙,雜誌,。,佢,又話,俾,我,知,其實,佢,都,唔,鍾意,嗰啲,雜誌,，,有時,讀,完,一啲,報紙,都,想,嘔,，,問,我,會唔會,。,我,一直,係噉,點頭,。,佢,問,我,︰,「,你,認為,可唔可以,叫,爸爸,唔好,賣,呢啲,報紙,雜誌,呢,？,」,我,諗,一,諗,，,諗返起,阿爸,噚日,講,過,嗰,番,説話,，,我,冇,出聲,。,「,係唔係,好,困難,？,」,我,又,點,下,個,頭,。,「,噉,可以,點,做,呢,？,」,呢個,時候,，,上堂,鐘聲,響,起,。,「,張得生,，,要,去,上堂,喇,。,不如,你,返屋企,諗,下,，,聽日,我哋,再傾,，,好唔好,？,」,黃老師,輕輕,拍,咗,我,個,膊頭,一下,，,然後,就,催,我,去,球場,集隊,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
siu2-sik1,ge3,si4-hau6,#,wong4-lou5-si1,joek3,zo2,ngo5,king1-gai2,#,go3,baan1-fong2,jat1,go3,jan4,dou1,mou5,#,keoi5,man6,ngo5,wong4-wai5-ming4,hai6-mai6,seng4-jat6,gam2-joeng2,siu3,ngo5,#,jau6,man6,ngo5,zung1-m4-zung1-ji3,ngo5,aa3-baa4,maai6,go2-di1,bou3-zi2,zaap6-zi3,#,keoi5,jau6-waa6,bei2,ngo5,zi1,kei4-sat6,keoi5,dou1,m4,zung1-ji3,go2-di1,zaap6-zi3,#,jau5-si4,duk6,jyun4,jat1-di1,bou3-zi2,dou1,soeng2,au2,#,man6,ngo5,wui5-m4-wui5,#,ngo5,jat1-zik6,hai6-gam2,dim2-tau4,#,keoi5,man6,ngo5,#,#,nei5,jing6-wai4,ho2-m4-ho2-ji5,giu3,baa4-baa1,m4-hou2,maai6,ni1-di1,bou3-zi2,zaap6-zi3,ne1,#,#,ngo5,nam2,jat1,nam2,#,nam2-faan1-hei2,aa3-baa4,cam4-jat6,gong2,gwo3,go2,faan1,syut3-waa6,#,ngo5,mou5,ceot1-seng1,#,#,hai6-m4-hai6,hou2,kwan3-naan4,#,#,ngo5,jau6,dim2,haa5,go3,tau4,#,#,gam2,ho2-ji5,dim2,zou6,ne1,#,#,ni1-go3,si4-hau6,#,soeng5-tong4,zung1-seng1,hoeng2,hei2,#,#,zoeng1-dak1-saang1,#,jiu3,heoi3,soeng5-tong4,laa3,#,bat1-jyu4,nei5,faan1-uk1-kei2,nam2,haa5,#,ting1-jat6,ngo5-dei6,zoi3-king1,#,hou2-m4-hou2,#,#,wong4-lou5-si1,heng3-heng1,paak3,zo2,ngo5,go3,bok3-tau4,jat1-haa5,#,jin4-hau6,zau6,ceoi1,ngo5,heoi3,kau4-coeng4,zaap6-deoi2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
recess,(linker),time,#,Miss Wong,invite,-en,I,chat,#,(measure),classroom,one,(measure),person,"all, also",don't have,#,she,ask,I,Wong Wai Ming,is or isn't,all the time,in this way,mock,I,#,also,ask,I,like or not,I,Dad,sell,those,newspaper,magazine,#,she,also say,to,I,know,actually,she,"all, also",not,like,those,magazine,#,sometimes,read,finish,some,newspaper,"all, also",want to,vomit,#,ask,I,will or will not,#,I,keep on,in that way,nod,#,she,ask,I,#,#,you,consider,can or cannot,ask,papa,do not,sell,these,newspaper,magazine,(particle),#,#,I,think,one,think,#,recall,Dad,yesterday,say,-ed,that,(measure),word,#,I,don't have,voice out,#,#,is it,very,difficult,#,#,I,again,nod,a bit,(measure),head,#,#,then,can,how,to do,(particle),#,#,this ,time,#,attend class,bell,sound,on,#,#,Cheung Dak Sang,#,have to,go,attend class,(particle),#,how about,you,go home,think,a bit,#,tomorrow,we,chat again,#,good or not,#,#,Miss Wong,gently,pat,-en,I,(measure),shoulder,once,#,then,then,hurry,I,go to,field / court,assembly,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
放,咗,學,之後,，,我,一個人,返屋企,。,阿爸,噚日,話,我,知,，,我,唔使,再,去,報紙檔,幫忙,喇,。,佢,話,我,大個仔,，,可以,一個人,留,喺,屋企,。,返,到,屋企,，,我,諗返起,黃老師,番,説話,，,諗返起,肥仔明,喺,全,班,面前,笑,我,，,又,諗返起,黃老師,點樣,教訓,肥仔明,，,心,裏面,一陣時,又,嬲,一陣時,又,開心,。,諗下,諗下,，,就,瞓著,咗,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fong3,zo2,hok6,zi1-hau6,#,ngo5,jat1-go3-jan4,faan1-uk1-kei2,#,aa3-baa4,cam4-jat6,waa6,ngo5,zi1,#,ngo5,m4-sai2,zoi3,heoi3,bou3-zi2-dong3,bong1-mong4,laa3,#,keoi5,waa6,ngo5,daai6-go3-zai2,#,ho2-ji5,jat1-go3-jan4,lau4,hai2,uk1-kei2,#,faan1,dou3,uk1-kei2,#,ngo5,nam2-faan1-hei2,wong4-lou5-si1,faan1,syut3-waa6,#,nam2-faan1-hei2,fei4-zai2-ming4,hai2,cyun4,baan1,min6-cin4,siu3,ngo5,#,jau6,nam2-faan1-hei2,wong4-lou5-si1,dim2-joeng2,gaau3-fan3,fei4-zai2-ming4,#,sam1,leoi5-min6,jat1-zan6-si4,jau6,nau1,jat1-zan6-si4,jau6,hoi1-sam1,#,nam2-haa5,nam2-haa5,#,zau6,fan3-zoek6,zo2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
after,-en,class,after,#,I,alone,go home,#,Dad,yesterday,tell,I,to know,#,I,no need,again,go to,newsstand,to help,(particle),#,he,say,I,grown-up,#,can,alone,stay,at,home,#,return,to,home,#,I,recall,Miss Wong,(measure),word,#,recall,Fat Boy Ming,at,whole,class,in front of,mock,I,#,also,recall,Miss Wong,how to,lecture,Fat Boy Ming,#,heart,inside,a while,also,angry,a while,also,happy,#,while thinking,while thinking,#,then,fall asleep,-en,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
突然,，,電話,響起,。,原來,係,阿爸,。,佢,叫,我,買,份,三文治,拎,去,報攤,俾,佢,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dat6-jin4,#,din6-waa2,hoeng2-hei2,#,jyun4-loi4,hai6,aa3-baa4,#,keoi5,giu3,ngo5,maai5,fan6,saam1-man4-zi6,ling1,heoi3,bou3-taan1,bei2,keoi5,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suddenly,#,telephone,ring,#,it turns out,is,Dad,#,he,tell ,I,buy,(measure),sandwich,take,to,newsstand,to give,he,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[8c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
啊,！,阿爸,重新,擺放過,嗰啲,報章,雜誌,！,以前,，,雜誌,都,放,喺,檔口,正,中間,。,今日,，,佢,將,啲,雜誌,都,放,咗,喺,檔口,旁邊,。,前面,堆滿,咗,啲,小,玩具,、,貼紙,。,當然,，,都,有,幾,份,報刊,。,呢個,始終,係,報紙檔,。,阿爸,同,我,講,︰,「,阿生,，,我,做到,嘅,就係,得,咁,多,……,你,要,好好,讀書,，,將來,……,」,阿爸,又,開始,說教,喇,，,我,不停,係噉,點頭,︰,「,哦,，,哦,，,知道,喇,，,知道,喇,……,」,我,個,心諗,，,肥仔明,應該,都,仲係,會,笑,我,，,但,我,知道,，,阿爸,同,我,都,唔係,鹹濕仔,。,聽日,，,我,一定,要,將,呢,件,事,話,俾,黃老師,聽,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa3,#,aa3-baa4,cung4-san1,baai2-fong3-gwo3,go2-di1,bou3-zoeng1,zaap6-zi3,#,ji5-cin4,#,zaap6-zi3,dou1,fong3,hai2,dong3-hau2,zing3,zung1-gaan1,#,gam1-jat6,#,keoi5,zoeng1,di1,zaap6-zi3,dou1,fong3,zo2,hai2,dong3-hau2,pong4-bin1,#,cin4-min6,deoi1-mun5,zo2,di1,siu2,wun6-geoi6,#,tip3-zi2,#,dong1-jin4,#,dou1,jau5,gei2,fan6,bou3-hon2,#,ni1-go3,ci2-zung1,hai6,bou3-zi2-dong3,#,aa3-baa4,tung4,ngo5,gong2,#,#,aa3-saang1,#,ngo5,zou6-dou2,ge3,zau6-hai6,dak1,gam3,do1,#,nei5,jiu3,hou2-hou2,duk6-syu1,#,zoeng1-loi4,#,#,aa3-baa4,jau6,hoi1-ci2,syut3-gaau3,laa3,#,ngo5,bat1-ting4,hai6-gam2,dim2-tau4,#,#,o3,#,o3,#,zi1-dou3,laa3,#,zi1-dou3,laa3,#,#,ngo5,go3,sam1-nam2,#,fei4-zai2-ming4,jing1-goi1,dou1,zung6-hai6,wui5,siu3,ngo5,#,daan6,ngo5,zi1-dou3,#,aa3-baa4,tung4,ngo5,dou1,m4-hai6,haam4-sap1-zai2,#,ting1-jat6,#,ngo5,jat1-ding6,jiu3,zoeng1,ni1,gin6,si6,waa6,bei2,wong4-lou5-si1,teng1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
