「,講,到,呢度,，,都,想,講,返,我,九,個,家姐,依家,點,。,佢哋,有啲,做,咗,老師,、,醫生,、,社工,，,有啲,就,代表,香港,隊,出去,比賽,。,」,我,嘴角,上揚,噉,講,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,gong2,dou3,ni1-dou6,#,dou1,soeng2,gong2,faan1,ngo5,gau2,go3,gaa1-ze1,ji1-gaa1,dim2,#,keoi5-dei6,jau5-di1,zou6,zo2,lou5-si1,#,ji1-sang1,#,se5-gung1,#,jau5-di1,zau6,doi6-biu2,hoeng1-gong2,deoi2,ceot1-heoi3,bei2-coi3,#,#,ngo5,zeoi2-gok3,soeng6-joeng4,gam2,gong2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,say,to,here,#,also,want to,say,back,I,nine,(measure),elder sister,now,how,#,they,some,be,-en,teacher,#,doctor,#,social worker,#,some,then,represent,Hong Kong,team,to go out,competition,#,#,I,corner of the mouth,move upards,that way,say,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[10b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
最後,講下,影響,我,好,大,嘅,爸爸,，,佢,係,一個,好,傳統,嘅,男人,，,成日,都,想,生,返,個,仔,，,所以,我哋,個,名,都,係,叫,「,帶弟,」,﹑,「,來弟,」,噉,。,但,去,到,我,個,名,就,唔同,，,佢,改,咗,我,個,名,叫,「,阿妹,」,，,噉,我,就,問,佢,點解,啦,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zeoi3-hau6,gong2-haa5,jing2-hoeng2,ngo5,hou2,daai6,ge3,baa4-baa1,#,keoi5,hai6,jat1-go3,hou2,cyun4-tung2,ge3,naam4-jan2,#,seng4-jat6,dou1,soeng2,saang1,faan1,go3,zai2,#,so2-ji5,ngo5-dei6,go3,meng2,dou1,hai6,giu3,#,daai3-dai6,#,#,#,loi4-dai6,#,gam2,#,daan6,heoi3,dou3,ngo5,go3,meng2,zau6,m4-tung4,#,keoi5,goi2,zo2,ngo5,go3,meng2,giu3,#,aa3-mui2,#,#,gam2,ngo5,zau6,man6,keoi5,dim2-gaai2,laa1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
at the end,say,influence,I,very,big,(linker),father,#,he,is,one (measure),very,traditional,(linker),man,#,always,"all, also",want to,born,back,(measure),son,#,therefore,we,(measure),name,"all, also",is,called,#,bring-brother,#,#,#,come-brother,#,in this way,#,but,go,to,I,(measure),name,then,different,#,he,change,-en,I,(measure),name,called,#,sister,#,#,then,I,then,ask,he,why,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
點知,佢,好,温柔,噉,笑,住,話,我,知,：,「,『,妹,』,係,由,『,女,』,同,『,未,』,組成,，,我,希望,就算,係,女仔,都好,，,都,有,能力,改變,呢個,世界,嘅,未來,。,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dim2-zi1,keoi5,hou2,wan1-jau4,gam2,siu3,zyu6,waa6,ngo5,zi1,#,#,#,mui2,#,hai6,jau4,#,neoi2,#,tung4,#,mei6,#,zou2-sing4,#,ngo5,hei1-mong6,zau6-syun3,hai6,neoi5-zai2,dou1-hou2,#,dou1,jau5,nang4-lik6,goi2-bin3,ni1-go3,sai3-gaai3,ge3,mei6-loi4,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unexpectedly,he,very,gentle,-ly,smile,-ing,tell,I,know,#,#,#,sister,#,is,by,#,female,#,and,#,future,#,form,#,I,hope,even if,is,girl,also ok,#,"all, also",have,ability,change,this,world,(linker),future,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[11b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
相簿,上面,嘅,「,十,公主,」,就係,佢,親筆,寫,嘅,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soeng2-bou2,soeng6-min6,ge3,#,sap6,gung1-zyu2,#,zau6-hai6,keoi5,can1-bat1,se2,ge3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
photo album,above,(linker),#,ten,princess,#,then is,he,by oneself's pen,write,(particle),#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
