7,motorcycle,#,everyone,"all, also",two wheels,#,of course,choose,(measure),no need,oneself,move,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4i],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,飛機,：,真係,好,想,去,旅行,！,冇得,去,都,要,懷念,下,搭,飛機,嘅,感覺,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baat3,fei1-gei1,#,zan1-hai6,hou2,soeng2,heoi3,leoi5-hang4,#,mou5-dak1,heoi3,dou1,jiu3,waai4-nim6,haa5,daap3,fei1-gei1,ge3,gam2-gok3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,airplane,#,really,very,want,to go,travel,#,don't get to,go,also,need,to miss,a bit,ride on,airplane,(linker),feeling,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4j],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,小巴,：,每,一,次,嗌,有落,都,係,膽量,測試,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gau2,siu2-baa1,#,mui5,jat1,ci3,aai3,jau5-lok6,dou1,hai6,daam2-loeng6,cak1-si3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,minibus,#,every,one,time,shout,drop off here,also,is,guts,test,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4k],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,的士,：,唔,兜路,就,快,囉,！,過海,又,未必,有得,搭,！,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sap6,dik1-si2,#,m4,dau1-lou6,zau6,faai3,lo4,#,gwo3-hoi2,jau6,mei6-bit1,jau5-dak1,daap3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,taxi,#,not,using indirect route,then,fast,(particle),#,cross harbour,again,unnecessarily,get to,take,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5a],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
排名,一,出,，,有,人,開心,有,人,唔啹,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paai4-ming4,jat1,ceot1,#,jau5,jan4,hoi1-sam1,jau5,jan4,m4-goe4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ranking,once,out,#,have,people,happy,have,people,unwilling to accept,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5b],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,點,會,噉,㗎,，,點解,我,會,輸,俾,大嚿衰,㗎,？,！,」,電車,似乎,冇,辦法,接受,賽果,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,dim2,wui5,gam2,gaa3,#,dim2-gaai2,ngo5,wui5,syu1,bei2,daai6-gau6-seoi1,gaa3,#,#,#,din6-ce1,ci5-fu4,mou5,baan6-faat3,zip3-sau6,coi3-gwo2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,how come,will,in this way,(particle),#,why,I,will,lose,to,big stupid guy,(particle),#,#,#,tram,seems,don't have,way,to accept,competition result,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,電車,，,你,呢啲,就,叫,夜郎自大,喇,！,其實,國外,嚟講,，,輕鐵,係,好,受歡迎,同,方便,㗎,，,只係,香港人,求,快,為主,，,就,可能,睇低,咗,。,而家,多,咗,人,賞識,，,我哋,應該,要,戥,佢,高興,！,」,輪船,終於,忍唔住,出聲,，,因為,飛機,太,忙,，,成日,嚟唔到,，,所以,場,內,唯一,有,資格,同,大家,分享,世界,見聞,嘅,大,長輩,就,只有,輪船,。
#,din6-ce1,#,nei5,nei1-di1,zau6,giu3,je6-long4-zi6-daai6,laa3,#,kei4-sat6,gwok3-ngoi6,lai4-gong2,#,hing1-tit3,hai6,hou2,sau6-fun1-jing4,tung4,fong1-bin6,gaa3,#,zi2-hai6,hoeng1-gong2-jan4,kau4,faai3,wai4-zyu2,#,zau6,ho2-nang4,tai2-dai1,zo2,#,ji4-gaa1,do1,zo2,jan4,soeng2-sik1,#,ngo5-dei6,jing1-goi1,jiu3,dang6,keoi5,gou1-hing3,#,#,leon4-syun4,zung1-jyu1,jan2-m4-zyu6,ceot1-seng1,#,jan1-wai6,fei1-gei1,taai3,mong4,#,sing4-jat6,lai4-m4-dou2,#,so2-ji5,coeng4,noi6,wai4-jat1,jau5,zi1-gaak3,tung4,daai6-gaa1,fan1-hoeng2,sai3-gaai3,gin3-man4,ge3,daai6,zoeng2-bui3,zau6,zi2-jau5,leon4-syun4,#
#,tram,#,you,this kind,then,is called,conceited,(particle),#,actually,overseas,speaking,#,Light Rail,is,very,popular,and,convenient,(particle),#,just only,Hongkongers,demand,fast,mainly,#,then,probably,look down,-en,#,now,more,-en,people,appreciate,#,we,should,need,feel for,he,happy,#,#,ship,finally,cannot help,speaking out,#,because,airplane,too,busy,#,always,cannot come,#,therefore,venue,inside,only one,have,qualification,with,everyone,to share,world,sees and hears,(linker),big,elder,then,only have,ship,#
[5d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,你哋,兩個,真係,好,應該,向,地鐵,同,巴士,學習,，,為,方便,市民,而,做,良性,競爭,，,而,唔係,單單,嘅,比較,！,何況,你哋,特性,咁,似,，,應該,情同兄弟,先,啱,！,你,要,諗,下,，,少,咗,你哋,是但,一個,，,當,區,市民,就,慘,啦,！,」,,,,,,,,,,,,,,,,,,,,,,
#,nei5-dei6,loeng5-go3,zan1-hai6,hou2,jing1-goi1,hoeng3,dei6-tit3,tung4,baa1-si2,hok6-zaap6,#,wai6,fong1-bin6,si5-man4,ji4,zou6,loeng4-sing3,ging6-zang1,#,ji4,m4-hai6,daan1-daan1,ge3,bei2-gaau3,#,ho4-fong3,nei5-dei6,dak6-sing3,gam3,ci5,#,jing1-goi1,cing4-tung4-hing1-dai6,sin1,ngaam1,#,nei5,jiu3,nam2,haa5,#,siu2,zo2,nei5-dei6,si6-daan6,jat1-go3,#,dong1,keoi1,si5-man4,zau6,caam2,laa3,#,#,,,,,,,,,,,,,,,,,,,,,,
#,you(plural),two,really,very,should,towards,MTR,and,bus,learn,#,in order to,convenient,citizen,to,do,positive,competition,#,and,is not,only,(linker),comparison,#,let alone,you (plural),characteristic,so,similar,#,should,be intimate like siblings,then,correct,#,you,need,to think,a bit,#,less,-en,you (plural),whatever,one (measure),#,that,area,citizen,then,miserable,(particle),#,#,,,,,,,,,,,,,,,,,,,,,,
[5e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
輕鐵,同,電車,都,慚愧,到,耷,晒,頭,，,虛心,受教,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hing1-tit3,tung4,din6-ce1,dou1,caam4-kwai5,dou3,dap1,saai3,tau4,#,heoi1-sam1,sau6-gaau3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Light Rail,and,tram,"all, also",ashamed,to,lower,all,head,#,modestly,to be taught,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,計我話,乜,都,假,，,最,緊要,服務,到,香港,市民,！,」,的士,大佬,豪氣,打圓場,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,gai3-ngo5-waa6,mat1,dou1,gaa2,#,zeoi3,gan2-jiu3,fuk6-mou6,dou2,hoeng1-gong2,si5-man4,#,#,dik1-si2,daai6-lou2,hou4-hei3,daa2-jyun4-coeng4,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,in my opinion,whatever,"all, also",unreal,#,most,important,serve,(siffux),Hong Kong,citizen,#,#,taxi,big bro,heroically,mediate a dispute,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[5g],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唔知,點解,由,出名,拒載,嘅,的士,大佬,講,呢,句,——,」,「,好似,冇乜,說服,力,……,」,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,m4-zi1,dim2-gaai2,jau4,ceot1-meng2,keoi5-zoi3,ge3,dik1-si2,daai6-lou2,gong2,nei1,geoi3,#,#,#,hou2-ci5,mou5-mat1,seoi3-fuk6,lik6,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,don't know,why,by,famous,refuse hire,(linker),taxi,big bro,to say,this,sentence,#,#,#,seems,have not really,convincing,strength,#,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
