電車,終於,到,站,，,呢,段,時間,嘅,西營盤,好多,人,，,成條街,都,好,逼,。,落車,之後,，,阿莎,伸,咗,隻,食指,出嚟,對,住,我,——,呢個,係,我哋,細個,嗰陣,嘅,慣性,動作,，,因為,阿莎,小學,嗰陣,好,細粒,，,試過,喺,條,街,度,逼逼下,唔見,咗,人,，,返,到,屋企,之後,我,俾,阿媽,鬧,到,痴線,，,話,我,做咩,唔,睇住,佢,。,於是,後來,就,出現,咗,呢個,拉,食指,嘅,動作,，,以,防,佢,走失,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
din6-ce1,zung1-jyu1,dou3,zaam6,#,nei1,dyun6,si4-gaan3,ge3,sai1-jing4-pun4,hou2-do1,jan4,#,seng4-tiu4-gaai1,dou1,hou2,bik1,#,lok6-ce1,zi1-hau6,#,aa3-saa1,san1,zo2,zek3,sik6-zi2,ceot1-lai4,deoi3,zyu6,ngo5,#,nei1-go3,hai6,ngo5-dei6,sai3-go3,go2-zan6,ge3,gwaan3-sing3,dung6-zok3,#,jan1-wai6,aa3-saa1,siu2-hok6,go2-zan6,hou2,sai3-nap1,#,si3-gwo3,hai2,tiu4,gaai1,dou6,bik1-bik1-haa5,m4-gin3,zo2,jan4,#,faan1,dou3,uk1-kei2,zi1-hau6,ngo5,bei2,aa3-maa1,naau6,dou3,ci1-sin3,#,waa6,ngo5,zou6-me1,m4,tai2-zyu6,keoi5,#,jyu1-si6,hau6-loi4,zau6,ceot1-jin6,zo2,nei1-go3,laai1,sik6-zi2,ge3,dung6-zok3,#,ji5,fong4,keoi5,zau2-sat1,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tram,finally,arrive,station,#,this,period of,time,(linker),Sai Ying Pun,many,people,#,whole street,"all, also",very,crowded,#,get off,after,#,Sally,stretch,-en,(measure),index finger,out,towards,-ing,I,#,this,is,we,young,that time,(linker),habitual,movement,#,because,Sally,primary school,that time,very,tiny,#,had experienced,at,(measure),street,there,halfway through the crowd,lose,-en,person,#,go back,to,home,after,I,by,Mum,scold,to,crazy,#,say,I,why,not,look after,she,#,so,afterwards,then,appear,-en,this,pull,index finger,(linker),movement,#,to,avoid,she,get lost,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3c],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
我,望,咗,望,，,冇,畀,反應,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ngo5,mong6,zo2,mong6,#,mou5,bei2,faan2-jing3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I,look,-en,look,#,don't have,give,reaction,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3d],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,喂,，,唔好,咁,遲鈍,得唔得,？,」,阿莎,長,嘆,一口氣,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,wai3,#,m4-hou2,gam3,ci4-deon6,dak1-m4-dak1,#,#,aa3-saa1,coeng4,taan3,jat1-hau2-hei3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,Hey!,#,do not,so,slow in responding,okay or not,#,#,Sally,long,sigh,one breath,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3e],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,仲,細,呀,？,」,我,表示,嫌棄,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,zung6,sai3,aa4,#,#,ngo5,biu2-si6,jim4-hei3,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,still,small,(particle),#,#,I,show,cold shoulder,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[3f],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
「,唔,拉,就算,。,」,阿莎,好,快,收,返,起,隻,手,。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,m4,laai1,zau6-syun3,#,#,aa3-saa1,hou2,faai3,sau1,faan1,hei2,zek3,sau2,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,not,pull,then that's it,#,#,Sally,very,fast,collect,back,up,(measure),hand,#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[4],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
而家,諗返,起,，,自從,中學,之後,我哋,就,再,冇,噉,做,。,最,令,我,後悔,嘅,係,，,當時,嘅,我,冇,意識,到,，,原來,嗰,日,係,我,最後,一,次,機會,可以,拉,住,佢,隻,手,。,幾年,之後,，,我,收到,阿莎,喺,英國,寄,返嚟,嘅,信,，,係,之前,影,落,嘅,菲林,相,——,同,我,預期,嘅,一樣,，,全部,out,晒,fo,，,而且,每,張,都,影,到,佢,隻,手指,。,同埋,可能,因為,少,咗,隻,腳,，,我,阿媽,呢,幾年,打,少,咗,麻雀,；,我,放工,之後,都,冇,再,搭,過,電車,返屋企,——,因為,「,叮叮,」,真係,好,慢,，,而,時間,係,快,到,唔,等,人,㗎,……
ji4-gaa1,nam2-faan1,hei2,#,zi6-cung4,zung1-hok6,zi1-hau6,ngo5-dei6,zau6,zoi3,mou5,gam2,zou6,#,zeoi3,ling6,ngo5,hau6-fui3,ge3,hai6,#,dong1-si4,ge3,ngo5,mou5,ji3-sik1,dou3,#,jyun4-loi4,go2,jat6,hai6,ngo5,zeoi3-hau6,jat1,ci3,gei1-wui6,ho2-ji5,laai1,zyu6,keoi5,zek3,sau2,#,gei2-nin4,zi1-hau6,#,ngo5,sau1-dou2,aa3-saa1,hai2,jing1-gwok3,gei3,faan1-lei4,ge3,seon3,#,hai6,zi1-cin4,jing2,lok6,ge3,fei1-lam2,soeng2,#,tung4,ngo5,jyu6-kei4,ge3,jat1-joeng6,#,cyun4-bou6,au1,saai3,fou1,#,ji4-ce2,mui5,zoeng1,dou1,jing2,dou3,keoi5,zek3,sau2-zi2,#,tung4-maai4,ho2-nang4,jan1-wai6,siu2,zo2,zek3,goek3,#,ngo5,aa3-maa1,nei1,gei2-nin4,daa2,siu2,zo2,maa4-zoek2,#,ngo5,fong3-gung1,zi1-hau6,dou1,mou5,zoi3,daap3,gwo3,din6-ce1,faan1-uk1-kei2,#,jan1-wai6,#,ding1-ding1,#,zan1-hai6,hou2,maan6,#,ji4,si4-gaan3,hai6,faai3,dou3,m4,dang2,jan4,gaa3,#
now,recall,up,#,since,secondary school,after,we,then,again,don't have,this way,do,#,most,make,I,regret,(linker),is,#,that time,(linker),I,don't have,be conscious of,(suffix),#,it turns out,that,day,is,I,last,one,time,chance,can,pull,-ing,she,(measure),hand,#,few years,after,#,I,received,Sally,at,United Kingdom,send,back,(linker),letter,#,is,before,take,-en,(linker),film,photograph,#,with,I,expectation,(linker),the same,#,all,out,entirely,focus,#,and that,every,(measure),"all, also",take,to,she,(measure),finger,#,and,possibly,because,few,-en,(measure),Mahjong player,#,I,Mum,this,few years,play,less,-en,Mahjong,#,I,off work,after,"all, also",don't have,again,take,-ed,tram,to go home,#,because,#,tram,#,really,very,slow,#,and,time,is,fast,to,not,wait,people,(particle),#
